accident_id,city,state,latitude,longitude,date,time,day_of_week,is_weekend,road_type,lanes,traffic_signal,Weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
9980,Chennai,Tamil Nadu,13.145064,80.156072,17/11/2024,00:00:00,Sunday,Yes,Urban,1,No,Rain,Low,24,Low,Weather,Minor,5,3,No,Normal Day,0.45
9981,Bangalore,Karnataka,13.191314,77.418584,11/01/2025,10:00:00,Saturday,Yes,Highway,5,No,Rain,Low,16,High,Weather,Minor,2,2,Yes,Normal Day,0.80
9982,Delhi,Delhi,28.52628,76.980849,20/05/2023,11:00:00,Saturday,Yes,Highway,5,Yes,Fog,Low,30,Low,Overspeeding,Major,4,4,No,Normal Day,0.45
9983,Kolkata,West Bengal,22.505246,88.316724,31/03/2023,15:00:00,Friday,No,Rural,5,No,Fog,Low,25,Medium,Drunk Driving,Major,2,1,No,Normal Day,0.45
9984,Pune,Maharashtra,18.665739,73.711253,14/08/2024,06:00:00,Wednesday,No,Highway,2,No,Clear,High,37,High,Poor Road,Fatal,1,1,No,Normal Day,0.50
9985,Chandigarh,Punjab,30.765692,76.852742,05/07/2023,03:00:00,Wednesday,No,Highway,5,Yes,Fog,Low,37,High,Overspeeding,Minor,4,3,No,Normal Day,0.65
9986,Kolkata,West Bengal,22.570305,88.329522,03/01/2025,19:00:00,Friday,No,Urban,6,Yes,Rain,Low,29,High,Drunk Driving,Minor,5,1,Yes,Normal Day,0.80
9987,Chandigarh,Punjab,30.649529,76.830551,01/03/2022,23:00:00,Tuesday,No,Urban,5,No,Rain,Low,40,Medium,Distraction,Minor,2,1,No,Normal Day,0.45
9988,Kolkata,West Bengal,22.544119,88.207646,17/07/2023,09:00:00,Monday,No,Urban,5,No,Rain,Mediun,28,Medium,Drunk Driving,Major,5,2,Yes,Normal Day,0.40
9989,Hyderabad,Telangana,17.423948,78.531116,13/02/2023,11:00:00,Monday,No,Rural,3,No,Rain,Low,39,Low,Drunk Driving,Major,5,0,No,Normal Day,0.45
9990,Kolkata,West Bengal,22.538945,88.341004,28/10/2022,02:00:00,Friday,No,Rural,3,Yes,Fog,Low,33,Low,Distraction,Fatal,2,2,No,Normal Day,0.65
9991,Mumbai,Maharashtra,19.115819,72.912588,04/02/2023,05:00:00,Saturday,Yes,Urban,2,Yes,Rain,Mediun,26,High,Overspeeding,Major,5,1,No,Normal Day,0.45
9992,Kolkata,West Bengal,22.627754,88.235933,17/03/2023,14:00:00,Friday,No,Rural,1,No,Clear,High,15,High,Drunk Driving,Minor,3,2,No,Normal Day,0.30
9993,Chennai,Tamil Nadu,13.080067,80.195314,10/12/2022,11:00:00,Saturday,Yes,Urban,3,Yes,Rain,Low,24,High,Drunk Driving,Minor,2,2,No,Normal Day,0.65
9994,Chandigarh,Punjab,30.70756,76.827083,01/04/2024,05:00:00,Monday,No,Highway,6,No,Clear,High,18,Low,Overspeeding,Major,3,0,No,Normal Day,0.10
9995,Hyderabad,Telangana,17.219741,78.556336,30/06/2022,04:00:00,Thursday,No,Rural,4,Yes,Fog,Low,18,Low,Overspeeding,Minor,4,4,No,Normal Day,0.45
9996,Kolkata,West Bengal,22.50123,88.476453,26/03/2024,01:00:00,Tuesday,No,Urban,1,Yes,Rain,Mediun,32,Low,Weather,Minor,4,0,No,Normal Day,0.25
9997,Chandigarh,Punjab,30.788298,76.860264,25/02/2025,17:00:00,Tuesday,No,Urban,1,No,Fog,Low,15,Medium,Distraction,Minor,5,1,Yes,Normal Day,0.60
9998,Kolkata,West Bengal,22.629911,88.360497,30/08/2023,09:00:00,Wednesday,No,Highway,1,No,Clear,High,37,High,Poor Road,Major,4,3,Yes,Normal Day,0.45
9999,Pune,Maharashtra,18.627855,73.952471,21/12/2024,06:00:00,Saturday,Yes,Rural,5,No,Rain,Mediun,38,Medium,Weather,Major,2,2,No,Normal Day,0.25
10000,Mumbai,Maharashtra,19.229129,72.844103,01/02/2025,03:00:00,Saturday,Yes,Urban,2,Yes,Rain,Mediun,34,Low,Distraction,Minor,4,0,No,Normal Day,0.25
10001,Hyderabad,Telangana,17.353888,78.25765,15/06/2022,08:00:00,Wednesday,No,Rural,3,No,Rain,Low,16,High,Overspeeding,Major,3,2,Yes,Normal Day,0.80
10002,Chandigarh,Punjab,30.663071,76.863219,30/03/2024,06:00:00,Saturday,Yes,Highway,5,Yes,Rain,Low,38,Low,Poor Road,Minor,3,1,No,Normal Day,0.45
10003,Kolkata,West Bengal,22.629516,88.340027,09/08/2023,10:00:00,Wednesday,No,Urban,2,Yes,Fog,Low,28,Medium,Weather,Major,2,1,Yes,Normal Day,0.60
10004,Chandigarh,Punjab,30.756802,76.830249,31/08/2022,14:00:00,Wednesday,No,Highway,1,No,Rain,Low,31,Medium,Weather,Major,2,1,No,Normal Day,0.45
10005,Kolkata,West Bengal,22.566786,88.223478,06/03/2022,22:00:00,Sunday,Yes,Urban,6,Yes,Rain,Mediun,23,Low,Poor Road,Minor,1,1,No,Normal Day,0.25
10006,Chennai,Tamil Nadu,13.196346,80.248588,31/03/2022,07:00:00,Thursday,No,Rural,4,No,Rain,Low,19,Medium,Weather,Major,1,1,No,Normal Day,0.45
10007,Mumbai,Maharashtra,18.975157,72.919611,21/04/2022,16:00:00,Thursday,No,Rural,5,No,Clear,High,40,Medium,Drunk Driving,Major,5,0,No,Normal Day,0.10
10008,Hyderabad,Telangana,17.411661,78.389713,16/04/2022,12:00:00,Saturday,Yes,Highway,6,No,Rain,Mediun,39,Low,Distraction,Minor,4,1,No,Normal Day,0.25
10009,Kolkata,West Bengal,22.661427,88.461324,22/09/2022,19:00:00,Thursday,No,Rural,4,Yes,Clear,High,18,Medium,Overspeeding,Fatal,3,3,Yes,Normal Day,0.45
10010,Delhi,Delhi,28.517779,76.953256,20/08/2022,21:00:00,Saturday,Yes,Highway,3,No,Clear,High,32,High,Overspeeding,Fatal,2,2,No,Normal Day,0.50
10011,Hyderabad,Telangana,17.39543,78.383405,25/01/2024,02:00:00,Thursday,No,Urban,2,No,Rain,Low,16,Low,Poor Road,Fatal,5,5,No,Normal Day,0.65
10012,Mumbai,Maharashtra,19.131531,72.82523,08/07/2022,17:00:00,Friday,No,Rural,3,Yes,Clear,High,15,Medium,Poor Road,Minor,4,1,Yes,Normal Day,0.25
10013,Kolkata,West Bengal,22.578055,88.286896,11/07/2024,14:00:00,Thursday,No,Urban,3,No,Clear,High,39,Medium,Overspeeding,Fatal,1,1,No,Normal Day,0.30
10014,Kolkata,West Bengal,22.655065,88.454897,12/06/2022,22:00:00,Sunday,Yes,Rural,5,No,Rain,Mediun,23,Medium,Drunk Driving,Minor,4,4,No,Normal Day,0.25
10015,Pune,Maharashtra,18.603711,73.833797,26/01/2024,19:00:00,Friday,No,Urban,3,No,Rain,Mediun,21,Medium,Weather,Minor,1,1,Yes,Normal Day,0.40
10016,Bangalore,Karnataka,12.987791,77.412663,20/12/2023,21:00:00,Wednesday,No,Rural,6,Yes,Clear,High,39,High,Weather,Minor,3,3,No,Normal Day,0.30
10017,Hyderabad,Telangana,17.375396,78.497871,09/03/2023,23:00:00,Thursday,No,Highway,4,No,Rain,Low,23,High,Poor Road,Minor,5,4,No,Normal Day,0.65
10018,Chennai,Tamil Nadu,13.107548,80.199013,11/07/2022,09:00:00,Monday,No,Urban,5,Yes,Clear,High,23,High,Poor Road,Major,4,2,Yes,Normal Day,0.45
10019,Chennai,Tamil Nadu,13.06664,80.133923,18/06/2022,13:00:00,Saturday,Yes,Rural,3,Yes,Rain,Low,19,Medium,Weather,Major,3,0,No,Normal Day,0.45
10020,Pune,Maharashtra,18.678291,73.74788,25/01/2025,09:00:00,Saturday,Yes,Highway,6,Yes,Clear,High,30,High,Overspeeding,Minor,2,0,Yes,Normal Day,0.45
10021,Bangalore,Karnataka,13.150167,77.739023,25/09/2022,19:00:00,Sunday,Yes,Urban,2,Yes,Fog,Low,33,High,Distraction,Minor,3,0,Yes,Normal Day,0.80
10022,Hyderabad,Telangana,17.480521,78.596562,14/11/2023,12:00:00,Tuesday,No,Urban,5,No,Fog,Low,20,High,Overspeeding,Fatal,1,1,No,Normal Day,0.85
10023,Bangalore,Karnataka,12.909332,77.700998,30/11/2024,14:00:00,Saturday,Yes,Highway,3,No,Rain,Mediun,23,High,Poor Road,Minor,5,3,No,Normal Day,0.45
10024,Chennai,Tamil Nadu,12.815314,80.208719,07/07/2023,10:00:00,Friday,No,Highway,1,Yes,Fog,Low,26,High,Distraction,Major,4,2,Yes,Normal Day,0.80
10025,Chennai,Tamil Nadu,13.084351,80.20933,01/08/2023,01:00:00,Tuesday,No,Rural,6,Yes,Fog,Low,40,Low,Distraction,Fatal,3,3,No,Normal Day,0.65
10026,Hyderabad,Telangana,17.519927,78.215725,27/06/2024,01:00:00,Thursday,No,Rural,2,No,Clear,High,18,Medium,Overspeeding,Minor,3,1,No,Normal Day,0.10
10027,Kolkata,West Bengal,22.537984,88.383821,26/01/2024,02:00:00,Friday,No,Urban,4,No,Fog,Low,32,Low,Overspeeding,Minor,2,1,No,Normal Day,0.45
10028,Kolkata,West Bengal,22.612572,88.404628,23/12/2023,06:00:00,Saturday,Yes,Urban,4,Yes,Clear,High,17,Low,Drunk Driving,Minor,5,0,No,Normal Day,0.10
10029,Chennai,Tamil Nadu,13.175849,80.24361,10/03/2024,12:00:00,Sunday,Yes,Urban,4,Yes,Clear,High,15,Low,Weather,Major,5,0,No,Normal Day,0.10
10030,Kolkata,West Bengal,22.451379,88.209832,07/09/2023,09:00:00,Thursday,No,Urban,5,No,Rain,Low,17,Low,Poor Road,Minor,5,4,Yes,Normal Day,0.60
10031,Delhi,Delhi,28.884209,77.215841,18/10/2023,07:00:00,Wednesday,No,Highway,1,Yes,Fog,Low,40,High,Distraction,Minor,5,5,No,Normal Day,0.65
10032,Hyderabad,Telangana,17.25174,78.270073,14/10/2023,07:00:00,Saturday,Yes,Urban,1,Yes,Rain,Mediun,18,Medium,Poor Road,Minor,4,1,No,Normal Day,0.25
10033,Mumbai,Maharashtra,18.86681,72.875679,01/10/2022,00:00:00,Saturday,Yes,Rural,2,Yes,Fog,Low,30,Low,Overspeeding,Major,1,0,No,Normal Day,0.45
10034,Mumbai,Maharashtra,18.985841,72.772347,08/05/2023,14:00:00,Monday,No,Urban,3,Yes,Fog,Low,40,Medium,Drunk Driving,Minor,1,1,No,Normal Day,0.45
10035,Hyderabad,Telangana,17.279097,78.408812,03/10/2024,22:00:00,Thursday,No,Urban,6,Yes,Fog,Low,27,Medium,Weather,Minor,1,1,No,Normal Day,0.45
10036,Chennai,Tamil Nadu,12.890018,80.274544,01/11/2022,03:00:00,Tuesday,No,Highway,5,Yes,Clear,High,21,Low,Overspeeding,Minor,3,3,No,Normal Day,0.10
10037,Delhi,Delhi,28.796934,77.244134,01/03/2025,00:00:00,Saturday,Yes,Highway,4,No,Fog,Low,15,High,Overspeeding,Major,2,2,No,Normal Day,0.65
10038,Delhi,Delhi,28.89966,77.014988,12/02/2022,09:00:00,Saturday,Yes,Urban,2,No,Fog,Low,35,Low,Drunk Driving,Major,2,2,Yes,Normal Day,0.60
10039,Delhi,Delhi,28.728296,77.217495,27/06/2023,10:00:00,Tuesday,No,Urban,5,No,Rain,Low,37,High,Weather,Minor,2,2,Yes,Normal Day,0.80
10040,Chandigarh,Punjab,30.784734,76.89511,25/05/2022,22:00:00,Wednesday,No,Urban,2,No,Fog,Low,37,Low,Poor Road,Minor,3,0,No,Normal Day,0.45
10041,Chennai,Tamil Nadu,13.082225,80.161471,26/05/2023,06:00:00,Friday,No,Rural,6,Yes,Clear,High,36,Medium,Drunk Driving,Minor,4,2,No,Normal Day,0.10
10042,Chandigarh,Punjab,30.643491,76.759686,15/01/2022,05:00:00,Saturday,Yes,Rural,4,No,Clear,High,30,Low,Weather,Major,5,1,No,Normal Day,0.10
10043,Bangalore,Karnataka,12.854883,77.772555,26/05/2024,08:00:00,Sunday,Yes,Highway,3,Yes,Clear,High,26,High,Overspeeding,Fatal,5,5,Yes,Normal Day,0.65
10044,Delhi,Delhi,28.501003,76.884164,14/10/2022,22:00:00,Friday,No,Urban,5,No,Rain,Mediun,24,Medium,Weather,Minor,2,1,No,Normal Day,0.25
10045,Hyderabad,Telangana,17.22732,78.466072,17/09/2022,03:00:00,Saturday,Yes,Rural,5,Yes,Clear,High,28,Low,Poor Road,Major,5,0,No,Normal Day,0.10
10046,Mumbai,Maharashtra,19.122459,72.848337,31/05/2022,16:00:00,Tuesday,No,Urban,4,Yes,Fog,Low,16,Low,Distraction,Major,2,1,No,Normal Day,0.45
10047,Delhi,Delhi,28.567608,76.80786,01/03/2025,01:00:00,Saturday,Yes,Highway,4,Yes,Clear,High,27,Low,Drunk Driving,Major,2,2,No,Normal Day,0.10
10048,Chennai,Tamil Nadu,12.932201,80.171009,03/02/2024,05:00:00,Saturday,Yes,Rural,4,No,Rain,Mediun,36,High,Poor Road,Minor,4,2,No,Normal Day,0.45
10049,Bangalore,Karnataka,13.073513,77.732751,16/05/2022,05:00:00,Monday,No,Urban,3,Yes,Rain,Mediun,21,Medium,Weather,Minor,4,0,No,Normal Day,0.25
10050,Delhi,Delhi,28.635994,77.031157,19/07/2022,20:00:00,Tuesday,No,Urban,5,Yes,Fog,Low,16,High,Distraction,Minor,5,0,No,Normal Day,0.65
10051,Mumbai,Maharashtra,18.833118,72.944462,28/02/2023,02:00:00,Tuesday,No,Urban,2,No,Fog,Low,18,Low,Drunk Driving,Minor,4,0,No,Normal Day,0.45
10052,Hyderabad,Telangana,17.382482,78.327219,23/11/2023,18:00:00,Thursday,No,Rural,6,Yes,Clear,High,26,High,Distraction,Minor,5,0,Yes,Normal Day,0.45
10053,Pune,Maharashtra,18.644287,73.903177,17/06/2023,18:00:00,Saturday,Yes,Highway,6,No,Clear,High,35,High,Overspeeding,Fatal,3,3,Yes,Normal Day,0.65
10054,Kolkata,West Bengal,22.433002,88.410396,20/12/2024,11:00:00,Friday,No,Urban,1,No,Fog,Low,30,High,Distraction,Major,5,3,No,Normal Day,0.65
10055,Chennai,Tamil Nadu,13.146952,80.19036,18/11/2022,00:00:00,Friday,No,Highway,5,Yes,Fog,Low,33,High,Drunk Driving,Major,3,3,No,Normal Day,0.65
10056,Chandigarh,Punjab,30.79851,76.844916,17/08/2022,13:00:00,Wednesday,No,Rural,3,No,Rain,Mediun,18,Low,Distraction,Fatal,5,5,No,Normal Day,0.45
10057,Chandigarh,Punjab,30.729541,76.83284,15/10/2023,07:00:00,Sunday,Yes,Highway,4,Yes,Clear,High,38,Medium,Weather,Minor,4,0,No,Normal Day,0.10
10058,Mumbai,Maharashtra,19.170593,72.8862,01/02/2022,10:00:00,Tuesday,No,Rural,3,No,Rain,Mediun,37,High,Distraction,Minor,2,2,Yes,Normal Day,0.60
10059,Delhi,Delhi,28.868349,76.889114,18/10/2023,19:00:00,Wednesday,No,Urban,1,No,Clear,High,38,Medium,Overspeeding,Minor,3,0,Yes,Normal Day,0.25
10060,Hyderabad,Telangana,17.464866,78.566624,21/02/2024,10:00:00,Wednesday,No,Rural,2,No,Rain,Low,36,High,Overspeeding,Minor,1,0,Yes,Normal Day,0.80
10061,Mumbai,Maharashtra,19.106252,72.960447,11/09/2023,12:00:00,Monday,No,Highway,5,Yes,Clear,High,36,Medium,Drunk Driving,Major,3,1,No,Normal Day,0.10
10062,Pune,Maharashtra,18.604216,73.957585,28/05/2022,14:00:00,Saturday,Yes,Urban,6,Yes,Rain,Mediun,20,Low,Overspeeding,Minor,2,2,No,Normal Day,0.25
10063,Bangalore,Karnataka,13.03036,77.480618,23/03/2025,23:00:00,Sunday,Yes,Highway,4,Yes,Fog,Low,32,High,Poor Road,Fatal,2,2,No,Normal Day,0.85
10064,Pune,Maharashtra,18.617549,73.715976,22/03/2023,15:00:00,Wednesday,No,Urban,2,No,Rain,Low,33,High,Distraction,Minor,3,3,No,Normal Day,0.65
10065,Delhi,Delhi,28.82015,77.051395,30/06/2024,07:00:00,Sunday,Yes,Highway,5,No,Fog,Low,32,Medium,Poor Road,Minor,3,3,No,Normal Day,0.45
10066,Chennai,Tamil Nadu,12.839494,80.177933,21/07/2024,18:00:00,Sunday,Yes,Highway,3,Yes,Fog,Low,34,High,Distraction,Minor,5,5,Yes,Normal Day,0.80
10067,Chandigarh,Punjab,30.618497,76.77567,06/06/2024,16:00:00,Thursday,No,Urban,5,No,Clear,High,25,Low,Distraction,Minor,5,5,No,Normal Day,0.10
10068,Mumbai,Maharashtra,19.218544,72.850045,06/11/2024,19:00:00,Wednesday,No,Highway,3,Yes,Rain,Low,38,High,Poor Road,Minor,5,4,Yes,Normal Day,0.80
10069,Chandigarh,Punjab,30.731216,76.853388,28/04/2023,02:00:00,Friday,No,Urban,3,Yes,Clear,High,34,Low,Weather,Minor,2,1,No,Normal Day,0.10
10070,Mumbai,Maharashtra,19.151512,72.842724,10/03/2025,05:00:00,Monday,No,Urban,2,Yes,Clear,High,32,High,Drunk Driving,Major,3,1,No,Normal Day,0.30
10071,Bangalore,Karnataka,13.066582,77.658561,15/11/2023,00:00:00,Wednesday,No,Highway,2,Yes,Clear,High,33,Low,Distraction,Fatal,3,3,No,Normal Day,0.30
10072,Mumbai,Maharashtra,18.813417,72.968551,31/10/2022,10:00:00,Monday,No,Rural,4,No,Clear,High,35,Medium,Drunk Driving,Minor,5,3,Yes,Normal Day,0.25
10073,Chandigarh,Punjab,30.755811,76.775208,22/02/2022,02:00:00,Tuesday,No,Urban,6,Yes,Rain,Mediun,31,Low,Distraction,Minor,5,3,No,Normal Day,0.25
10074,Pune,Maharashtra,18.638034,73.820511,21/02/2025,12:00:00,Friday,No,Highway,1,No,Rain,Mediun,33,High,Distraction,Minor,4,1,No,Normal Day,0.45
10075,Mumbai,Maharashtra,18.953458,72.708413,06/08/2022,03:00:00,Saturday,Yes,Highway,3,Yes,Rain,Mediun,25,Low,Poor Road,Major,2,0,No,Normal Day,0.25
10076,Chandigarh,Punjab,30.614782,76.780121,16/11/2023,22:00:00,Thursday,No,Rural,5,No,Fog,Low,39,High,Drunk Driving,Major,5,1,No,Normal Day,0.65
10077,Chennai,Tamil Nadu,13.052522,80.14345,12/12/2024,17:00:00,Thursday,No,Rural,4,No,Clear,High,35,High,Overspeeding,Minor,1,0,Yes,Normal Day,0.45
10078,Chandigarh,Punjab,30.702436,76.701089,21/05/2022,13:00:00,Saturday,Yes,Highway,2,No,Rain,Low,18,Low,Weather,Minor,4,2,No,Normal Day,0.45
10079,Chennai,Tamil Nadu,13.121772,80.298158,26/03/2022,18:00:00,Saturday,Yes,Highway,2,Yes,Clear,High,27,High,Distraction,Major,5,1,Yes,Normal Day,0.45
10080,Hyderabad,Telangana,17.576967,78.53601,13/01/2022,17:00:00,Thursday,No,Urban,6,Yes,Rain,Low,35,High,Distraction,Major,2,0,Yes,Normal Day,0.80
10081,Chandigarh,Punjab,30.647425,76.879229,22/11/2023,01:00:00,Wednesday,No,Rural,5,Yes,Fog,Low,34,Low,Drunk Driving,Major,4,3,No,Normal Day,0.45
10082,Hyderabad,Telangana,17.370415,78.248805,23/02/2025,15:00:00,Sunday,Yes,Urban,1,Yes,Rain,Low,27,Medium,Weather,Major,5,4,No,Normal Day,0.45
10083,Delhi,Delhi,28.421353,77.003316,31/03/2024,21:00:00,Sunday,Yes,Rural,1,Yes,Fog,Low,27,Medium,Weather,Major,2,1,No,Normal Day,0.45
10084,Delhi,Delhi,28.867583,77.262638,27/02/2023,18:00:00,Monday,No,Highway,6,Yes,Rain,Low,21,Medium,Poor Road,Fatal,4,4,Yes,Normal Day,0.80
10085,Delhi,Delhi,28.58523,76.887388,29/03/2023,14:00:00,Wednesday,No,Highway,5,Yes,Rain,Mediun,39,Low,Drunk Driving,Minor,2,0,No,Normal Day,0.25
10086,Bangalore,Karnataka,13.054098,77.538688,23/07/2023,05:00:00,Sunday,Yes,Urban,5,Yes,Fog,Low,34,High,Distraction,Minor,3,0,No,Normal Day,0.65
10087,Pune,Maharashtra,18.666325,73.752505,27/03/2023,01:00:00,Monday,No,Urban,6,Yes,Clear,High,22,Low,Distraction,Major,5,2,No,Normal Day,0.10
10088,Pune,Maharashtra,18.606845,73.882056,31/05/2022,19:00:00,Tuesday,No,Urban,2,Yes,Rain,Mediun,23,Medium,Overspeeding,Minor,5,4,Yes,Normal Day,0.40
10089,Hyderabad,Telangana,17.5801,78.594109,29/03/2025,11:00:00,Saturday,Yes,Highway,6,No,Rain,Mediun,26,High,Overspeeding,Major,3,2,No,Normal Day,0.45
10090,Delhi,Delhi,28.43425,76.865484,22/07/2023,12:00:00,Saturday,Yes,Highway,1,No,Rain,Mediun,17,High,Poor Road,Minor,5,5,No,Normal Day,0.45
10091,Delhi,Delhi,28.465837,77.280506,15/05/2022,11:00:00,Sunday,Yes,Rural,5,No,Rain,Low,15,High,Poor Road,Major,1,0,No,Normal Day,0.65
10092,Pune,Maharashtra,18.600209,73.775785,15/06/2024,15:00:00,Saturday,Yes,Urban,3,No,Clear,High,36,High,Poor Road,Minor,3,1,No,Normal Day,0.30
10093,Chandigarh,Punjab,30.768189,76.760235,25/06/2024,14:00:00,Tuesday,No,Rural,4,Yes,Rain,Low,17,Medium,Distraction,Minor,4,1,No,Normal Day,0.45
10094,Mumbai,Maharashtra,18.910447,72.968916,22/07/2024,20:00:00,Monday,No,Urban,4,No,Fog,Low,27,Low,Overspeeding,Fatal,4,4,No,Normal Day,0.65
10095,Delhi,Delhi,28.635302,76.843248,24/08/2023,10:00:00,Thursday,No,Rural,6,No,Clear,High,18,High,Distraction,Minor,1,0,Yes,Normal Day,0.45
10096,Mumbai,Maharashtra,18.98904,72.874637,14/12/2024,16:00:00,Saturday,Yes,Urban,1,Yes,Clear,High,18,Medium,Drunk Driving,Minor,5,1,No,Normal Day,0.10
10097,Pune,Maharashtra,18.448009,73.868227,06/05/2024,00:00:00,Monday,No,Rural,4,Yes,Rain,Mediun,26,Low,Poor Road,Minor,1,0,No,Normal Day,0.25
10098,Delhi,Delhi,28.562018,76.81612,11/02/2024,00:00:00,Sunday,Yes,Rural,3,No,Clear,High,34,Medium,Distraction,Minor,1,1,No,Normal Day,0.10
10099,Chandigarh,Punjab,30.705849,76.870942,30/03/2025,15:00:00,Sunday,Yes,Highway,1,Yes,Rain,Mediun,32,High,Distraction,Minor,5,4,No,Normal Day,0.45
10100,Pune,Maharashtra,18.636538,73.714782,14/10/2024,01:00:00,Monday,No,Highway,2,No,Clear,High,27,Low,Drunk Driving,Major,4,3,No,Normal Day,0.10
10101,Chennai,Tamil Nadu,12.911423,80.12901,21/02/2025,00:00:00,Friday,No,Rural,1,Yes,Clear,High,15,Low,Distraction,Major,3,0,No,Normal Day,0.10
10102,Kolkata,West Bengal,22.588072,88.25724,04/02/2025,13:00:00,Tuesday,No,Highway,5,No,Clear,High,23,High,Weather,Minor,1,0,No,Normal Day,0.30
10103,Pune,Maharashtra,18.588196,73.904427,05/11/2023,09:00:00,Sunday,Yes,Urban,2,Yes,Rain,Low,20,High,Drunk Driving,Minor,1,1,Yes,Normal Day,0.80
10104,Pune,Maharashtra,18.561187,73.889237,29/03/2025,10:00:00,Saturday,Yes,Urban,3,No,Clear,High,36,High,Overspeeding,Minor,1,0,Yes,Normal Day,0.45
10105,Chandigarh,Punjab,30.607096,76.893809,12/05/2023,22:00:00,Friday,No,Rural,5,Yes,Fog,Low,25,Medium,Weather,Major,4,0,No,Normal Day,0.45
10106,Pune,Maharashtra,18.62337,73.891819,11/10/2022,08:00:00,Tuesday,No,Urban,3,No,Clear,High,29,High,Poor Road,Major,3,1,Yes,Normal Day,0.45
10107,Chennai,Tamil Nadu,12.881818,80.178696,11/10/2024,12:00:00,Friday,No,Urban,3,No,Clear,High,24,Medium,Drunk Driving,Major,5,2,No,Normal Day,0.10
10108,Delhi,Delhi,28.897306,77.269756,06/12/2023,03:00:00,Wednesday,No,Highway,3,No,Fog,Low,24,Low,Overspeeding,Minor,3,2,No,Normal Day,0.45
10109,Delhi,Delhi,28.857905,77.288479,26/03/2023,00:00:00,Sunday,Yes,Urban,4,Yes,Clear,High,19,Low,Weather,Minor,4,3,No,Normal Day,0.10
10110,Pune,Maharashtra,18.510634,73.902893,25/06/2024,05:00:00,Tuesday,No,Highway,3,No,Clear,High,38,Low,Drunk Driving,Major,1,0,No,Normal Day,0.10
10111,Chandigarh,Punjab,30.720638,76.829291,16/03/2023,00:00:00,Thursday,No,Rural,3,No,Clear,High,35,Low,Weather,Major,5,4,No,Normal Day,0.10
10112,Hyderabad,Telangana,17.57932,78.225473,06/10/2023,21:00:00,Friday,No,Highway,2,Yes,Clear,High,20,Low,Poor Road,Minor,4,0,No,Normal Day,0.10
10113,Bangalore,Karnataka,12.953836,77.642962,07/09/2024,05:00:00,Saturday,Yes,Rural,4,No,Clear,High,18,High,Weather,Minor,3,1,No,Normal Day,0.30
10114,Kolkata,West Bengal,22.402861,88.223009,01/11/2023,02:00:00,Wednesday,No,Urban,3,Yes,Fog,Low,34,Low,Weather,Minor,1,1,No,Normal Day,0.45
10115,Pune,Maharashtra,18.670126,73.996427,04/07/2024,08:00:00,Thursday,No,Highway,2,Yes,Fog,Low,35,High,Distraction,Fatal,5,5,Yes,Normal Day,1.00
10116,Mumbai,Maharashtra,19.198309,72.741042,10/04/2025,14:00:00,Thursday,No,Rural,4,No,Rain,Low,20,Low,Poor Road,Fatal,1,1,No,Normal Day,0.65
10117,Chennai,Tamil Nadu,12.956055,80.242114,12/03/2023,06:00:00,Sunday,Yes,Rural,6,No,Clear,High,33,High,Overspeeding,Major,2,0,No,Normal Day,0.30
10118,Delhi,Delhi,28.611013,76.984551,25/05/2023,02:00:00,Thursday,No,Rural,1,Yes,Clear,High,28,Low,Poor Road,Major,5,1,No,Normal Day,0.10
10119,Chennai,Tamil Nadu,12.875553,80.137023,18/11/2022,23:00:00,Friday,No,Rural,6,No,Rain,Low,22,Low,Distraction,Major,5,5,No,Normal Day,0.45
10120,Delhi,Delhi,28.568749,77.176633,06/02/2023,17:00:00,Monday,No,Highway,1,Yes,Rain,Mediun,23,High,Overspeeding,Major,1,0,Yes,Normal Day,0.60
10121,Bangalore,Karnataka,12.830107,77.663696,07/03/2025,02:00:00,Friday,No,Rural,2,No,Clear,High,28,Low,Distraction,Minor,2,0,No,Normal Day,0.10
10122,Kolkata,West Bengal,22.663939,88.282103,27/08/2023,15:00:00,Sunday,Yes,Highway,5,Yes,Clear,High,22,Medium,Distraction,Major,4,2,No,Normal Day,0.10
10123,Bangalore,Karnataka,12.848268,77.574518,18/10/2022,14:00:00,Tuesday,No,Rural,6,No,Fog,Low,34,Low,Overspeeding,Minor,4,4,No,Normal Day,0.45
10124,Chandigarh,Punjab,30.657038,76.844304,24/02/2024,08:00:00,Saturday,Yes,Highway,4,No,Clear,High,32,High,Distraction,Minor,5,5,Yes,Normal Day,0.45
10125,Mumbai,Maharashtra,19.069189,72.802527,08/08/2022,13:00:00,Monday,No,Urban,2,No,Clear,High,33,Medium,Drunk Driving,Minor,2,1,No,Normal Day,0.10
10126,Kolkata,West Bengal,22.638099,88.406412,05/08/2022,01:00:00,Friday,No,Highway,5,No,Fog,Low,17,High,Drunk Driving,Minor,5,5,No,Normal Day,0.65
10127,Hyderabad,Telangana,17.443734,78.529721,28/02/2023,14:00:00,Tuesday,No,Rural,5,Yes,Clear,High,38,Low,Distraction,Minor,2,2,No,Normal Day,0.10
10128,Mumbai,Maharashtra,19.003503,72.96569,03/10/2024,09:00:00,Thursday,No,Rural,4,Yes,Clear,High,19,Medium,Distraction,Major,3,0,Yes,Normal Day,0.25
